product_url,item_type,image_link,auction_date,location,product_name,lot_id,auctioner,description,website
https://touch.bismanonline.com/bismarck_nd/polished_stainless_steel_tubing_4_tubes_2_inch,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/45/450/45016/5d/m_5d14bd47345472c3b11c88720d35cba7.jpg,'September 26th 2022',"Bismarck, ND","Polished stainless steel tubing; 4 tubes,  2 inch x 4 feet and fittings.  Tubing $",3928541,...,"Lowered price to way below cost. Polished stainless steel tubing; 4 tubes,  2 inch x 4 feet and fittings.  Never used, $20 each, and fittings $5 each",bismanonline
https://touch.bismanonline.com/bismarck_nd/2_rear_tires_for_craftsman_self_propelled_with_ste,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/67/674/67474/c8/m_c8f07233968d72883e65f4867f095b25.jpg,'September 26th 2022',"Bismarck, ND",2 rear tires for Craftsman self propelled with steel sprockets,4181470,Johnny of All Trades,2 rear tires for Craftsman self propelled with steel sprockets,bismanonline
https://touch.bismanonline.com/bismarck_nd/remington_700_sa_2_piece_steel_bases_with_8_40_sc,steel,,'September 26th 2022',"Bismarck, ND",Remington 700 SA 2 piece steel bases with #8-40 screws. Bought for my Bergara,3307611,besthuntrevr22,"
",bismanonline
https://touch.bismanonline.com/scranton_nd/4_stainless_steel_hog_feeders,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/368/3681/368190/00/m_0077768764096ce5eaa03ffbe33ca505.jpg,te('October 2nd 2022',"Scranton, ND",4 Stainless Steel Hog Feeders,4219953,bartholmyranch,4 Stainless Steel Hog Feeders,bismanonline
https://touch.bismanonline.com/aneta_nd/antique_steel_wheels_3,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/320/3204/320467/78/m_78eb8a5c708cefe77e1babefd98ee762.jpg,'September 29th 2022',"Aneta, ND",Antique steel wheels,2330142,Nash,"
",bismanonline
https://touch.bismanonline.com/bismarck_nd/steel_toe_safety_toe_boots_guide_gear_size_me,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/159/1592/159296/2a/m_2a0cec29b0c40e9e3da4690d81752fa2.jpg,te('October 2nd 2022',"Bismarck, ND",Steel Toe (Safety Toe) Boots. Guide Gear. Size: Mens 11. Great shape on the inside,3894317,Tanner H,"Steel Toe (Safety Toe) Boots. Guide Gear. Size: Mens 11. Great shape on the inside, only a couple months of use doing siding. Some wear on the front of both boots.",bismanonline
https://touch.bismanonline.com/west_fargo_nd/large_steel_desk_with_filing_drawers,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/572/5726/572637/c6/m_c630532270804badd04ae316a65890d5.jpg,te('October 3rd 2022',"West Fargo, ND",Large Steel Desk with Filing Drawers,4189286,Shayna,"
",bismanonline
https://touch.bismanonline.com/jud_nd/used_steel_siding_would_be_good_for_a_garage_pro,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/174/1741/174146/77/m_771212a88732e31be67fb9dd686d6496.jpg,te('October 3rd 2022',"Jud, ND",Used steel siding.  Would be good for a garage project or out building.,4189202,mountain girl,"
",bismanonline
https://touch.bismanonline.com/mandan_nd/luverne_stainless_steel_running_boards_taken_off,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/105/1050/105088/cd/m_cdf65d06a5d386c34bc4cb52e2eadcf0.jpg,te('October 2nd 2022',"Mandan, ND","Luverne stainless steel running boards, taken off a 2014 gmc 1500 double cab 4-doo",4220378,Jesse,"Luverne stainless steel running boards, taken off a 2014 gmc 1500 double cab 4-door.  Hardware included. Nice shape. $50 OBO",bismanonline
https://touch.bismanonline.com/willow_city_nd/red_steel_purlins_138_long,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/138/1382/138248/a7/m_a765659a990a25917f0595a2aa4dc3a0.jpg,te('October 3rd 2022',"Willow City, ND",Red steel purlins 138 long,4220564,mo,5 Red steel purlins 13 8 long,bismanonline
https://touch.bismanonline.com/mandan_nd/for_sale_pro_shot_1_piece_stainless_steel_rod_w_p,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/7/79/7919/7f/m_7f80715ae93189e29c17b90cc7a54882.jpg,te('October 3rd 2022',"Mandan, ND",For Sale: Pro-Shot 1 piece Stainless Steel Rod w/Patch Holder .27 Cal. & Up - 26,4157906,Terry,For Sale: Pro-Shot 1 piece Stainless Steel Rod w/Patch Holder .27 Cal. & Up - 26 Long,bismanonline
https://touch.bismanonline.com/mandan_nd/heavy_steel_pipe_9,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/1/15/1572/ee/m_ee0894095c299320d1b893a3364255f5.jpg,te('October 3rd 2022',"Mandan, ND",Heavy steel pipe,1148768,Runway13,This heavy steel pipe I'm sure can be used for many different applications size of the pipe is 12 inches in diameter thickness approximately 0.258 40 feet in length,bismanonline
https://touch.bismanonline.com/dickinson_nd/rims_for_2022_ram_steel_rims_with_caps_and_tire,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/330/3307/330713/a6/m_a6fadfd2364de5e7c39ff5383c079cae.jpg,'September 25th 2022',"Dickinson, ND",Rims for 2022 Ram.  Steel rims with caps and tire sensors. $200 obo.,4213259,Stacibuff,Rims for 2022 Ram.  Steel rims with caps and tire sensors.,bismanonline
https://touch.bismanonline.com/bismarck_nd/prodigy_automatic_scoring_steel_tip_dartboard,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/249/2496/249672/62/m_6281c14e941d54343722bc8426de8fba.jpg,te('October 3rd 2022',"Bismarck, ND",Prodigy automatic scoring STEEL TIP DARTBOARD,4164696,T,"
",bismanonline
https://touch.bismanonline.com/bismarck_nd/vintage_pakistan_folding_knife_made_in_pakistan_s,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/1/10/1007/96/m_96488ec8321a9a30077d78f1a061369b.jpg,'September 20th 2022',"Bismarck, ND","VINTAGE Pakistan Folding Knife Made in Pakistan, Stainless Steel Single Blade Bras",3987967,dobo,"VINTAGE Pakistan Folding Knife Made in Pakistan, Stainless Steel Single Blade Brass Bolsters Wood Handle Vintage 1960s 70s. They are Considered Collectible.  Rare Find, hard to come by. ",bismanonline
https://touch.bismanonline.com/wilton_nd/steel_tanks_last_used_for_liquid_fertilizer_i_beli,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/6/68/6853/92/m_928eee86e45b1ab744321d8d1eb0fa32.jpg,'September 20th 2022',"Wilton, ND","Steel tanks Last used for liquid Fertilizer I believe they are an 8,000-12000-1500",4123621,brent,"Steel tanks Last used for liquid Fertilizer I believe they are an 8,000-12000-15000 gallon tanks",bismanonline
https://touch.bismanonline.com/bismarck_nd/have_a_new_town_and_country_minivan_steel_hood_rep,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/63/631/63185/b1/m_b11f0940ed022bedcdd01e49bdf7d8dd.jpg,'September 20th 2022',"Bismarck, ND",Have a NEW town and country minivan steel hood replacement. Is a base meant to be,3956628,pinky,Have a NEW town and country minivan steel hood replacement. Is a base meant to be paintable to match your vehicle. Get it for half what I paid. $200. Text 516-3436 if interested.,bismanonline
https://touch.bismanonline.com/bismarck_nd/have_mens_size_13_12_5_ef_per_whites_sizing_but,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/63/631/63185/a3/m_a3b09f8437a3f0386ddf73f2b2f08cea.jpg,'September 20th 2022',"Bismarck, ND",Have mens sz 13 STEEL TOE and NON STEEL toe whites fire boots,3678088,pinky,"Have mens size 13 (12.5 ef per whites sizing, but is street shoe size 13) BOTH in a smoke jumper fire boot WITH and WITHOUT steel toe. I included the information but if you've never worn whites, these run over $500 and are TOUGH boots. If you are unfamiliar with whites, you can rebuilt soles for fraction of price to keep a great boot....is a main selling point by company. Have had other boots I've done this with 3xs before body died with a lot of tough work. Body does take some breaking in. These should be fairly comfortable. Have one pair steel toe and Have another NOT steel toe, both in very good condition.  I changed jobs and they are just sitting collecting dust. Just don't need any more. A steal at $175 for EACH pair of whites.",bismanonline
https://touch.bismanonline.com/kief_nd/10_00r22_sumitomo_truck_tire_with_steel_budd_rim,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/511/5110/511030/fa/m_fa4ca3fe26a7c3840a58ec0ac1da6fc2.jpg,'September 21st 2022',"Kief, ND",10.00R22 Sumitomo Truck Tire with Steel Budd Rim,4000136,KC,10.00R22 Sumitomo Truck Tire with Steel Budd Rim,bismanonline
https://touch.bismanonline.com/bismarck_nd/used_steel_siding_4_x_8_or_longer_covers_the_bac,steel,,'September 21st 2022',"Bismarck, ND","Used steel siding, 4 x 8 or longer. Covers the back of an old barn. Looking in",4209055,crowbar,"Used steel siding, 4 x 8 or longer. Covers the back of an old barn. Looking in the Dickinson-Bismarck area.",bismanonline
https://touch.bismanonline.com/bismarck_nd/table_41_in_diameter_can_extend_with_a_17_1_2,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/39/392/39231/1d/m_1debd32896108cc29d247101ad18b825.jpg,'September 21st 2022',"Bismarck, ND","Table, 41"" in diameter, can extend with a 17-1/2"" leaf.  Has steel legs and a Form",4209079,Dennis,"Table, 41"" in diameter, can extend with a 17-1/2"" leaf.  Has steel legs and a Formica style top.",bismanonline
https://touch.bismanonline.com/sawyer_nd/winchester_12_gauge_3_inch_bb_1_1_8_shot_steel_4_b,steel,,'September 21st 2022',"Sawyer, ND",Winchester 12 gauge 3 inch BB 1 1/8 shot Steel 4 boxes $20 per box not reloads,3652364,Lucky,Winchester 12 gauge 3 inch BB 1 1/8 shot Steel 4 boxes $20 per box not reloads,bismanonline
https://touch.bismanonline.com/bismarck_nd/topps_pittsburgh_steelers_football_card_set_41_ca,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/525/5257/525773/6c/m_6c422d92167b3712e20a9cb7ff953e14.jpg,'September 21st 2022',"Bismarck, ND","Topps Pittsburgh Steelers Football Card Set, 41 cards from 1972-81",4174144,Jim,"Topps Pittsburgh Steelers Football Card Set, 41 cards from 1972-81",bismanonline
https://touch.bismanonline.com/mandan_nd/antique_vintage_stainless_steel_toaster_with_cord,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/7/71/7119/49/m_4990392b1a0191044e7e01bae2d129e7.jpg,'September 21st 2022',"Mandan, ND",Antique Vintage Stainless Steel Toaster with cord,4163870,Sundra,Antique Vintage Stainless Steel Toaster with cord,bismanonline
https://touch.bismanonline.com/mandan_nd/steel_patio_table_with_umbrella_and_stand_and_6_c,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/3/35/3578/e7/m_e7791744adb2f9eb56269235463f5e62.jpg,'September 21st 2022',"Mandan, ND","Steel patio table with umbrella and stand, and 6 chairs.",4209326,Mike S,"Steel patio table with umbrella and stand, and 6 chairs.",bismanonline
https://touch.bismanonline.com/mandan_nd/stainless_steel_knife_set_brand_new_includes_al,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/370/3701/370122/f8/m_f88d406b773271c9c7207bedb8b25fb9.jpg,'September 21st 2022',"Mandan, ND",STAINLESS STEEL KNIFE SET!! Brand new. Includes all shown including sharpening,4209435,Brenda ,"
",bismanonline
https://touch.bismanonline.com/bismarck_nd/steel_fish_tape_200_foot_used_good_condition,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/195/1958/195855/50/m_504498ea88838e47d3d8d41987804e76.jpg,'September 21st 2022',"Bismarck, ND",Steel fish tape 200 foot used good condition,3975104,nodak4,Steel fish tape 200 foot used good condition,bismanonline
https://touch.bismanonline.com/bismarck_nd/17_chevy_steel_wheel,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/5/53/5313/b1/m_b18bca0d6b9e77c75d736c5d84166bbb.jpg,'September 21st 2022',"Bismarck, ND","17"" Chevy steel wheel",4112728,KL,"
",bismanonline
https://touch.bismanonline.com/menoken_nd/old_pedal_car_for_sale_i_believe_it_is_a_steelcraf,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/2/20/2080/03/m_034eb514dded3a74d3d37797c9c98bc0.jpg,'September 21st 2022',"Menoken, ND",Old pedal car for sale I believe it is a steelcraft,4143056,Oldtimer,Old pedal car for sale I believe it is a steelcraft,bismanonline
https://touch.bismanonline.com/bismarck_nd/5_by_7_8_stainless_steel_bolt_and_nut,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/113/1136/113697/f9/m_f9b0e32dae900ee91f396c3b60e9d4ce.jpg,'September 22nd 2022',"Bismarck, ND",7/8 by 5 stainless steel bolt and nut,2850039,Digger,7/8 by 5 stainless steel bolt and nut,bismanonline
https://touch.bismanonline.com/watford_city_nd/steel_stakes_line_sets,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/546/5465/546553/63/m_63211354c2df2d0bf259fc3de924c5f6.jpg,'September 22nd 2022',"Watford City, ND",Steel stakes line sets,4209707,Jake,Steel stakes line sets,bismanonline
https://touch.bismanonline.com/devils_lake_nd/1984_cadillac_eldorado_biarritz_with_stainless_ste,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/171/1713/171341/65/m_65b102231767094d5b74c2979061fa23.jpg,'September 22nd 2022',"Devils Lake, ND",1984 Cadillac Eldorado Biarritz with stainless steel top.,4209889,Tworiggs,1984 Cadillac Eldorado Biarritz with stainless steel top.,bismanonline
https://touch.bismanonline.com/bismarck_nd/pittsburg_steelers_pool_table_light_fixture_of_tif,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/76/768/76860/0b/m_0b23a6fbe2b96aaacb2a8e576c2fd351.jpg,'September 20th 2022',"Bismarck, ND",Pittsburg Steelers pool table light fixture of Tiffany stained glass.   Each,4208044,Steve,"
",bismanonline
https://touch.bismanonline.com/trenton_nd/new_goodyear_225_70r19_5_tire_mounted_on_10_hole_s,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/444/4445/444515/f1/m_f1c85cbe7a6ef6ee8f956497114e3631.jpg,'September 23rd 2022',"Trenton, ND",New Goodyear 225/70R19.5 tire mounted on 10 hole steel rim for Ford F-350 or F450,4210861,Mack,New Goodyear 225/70R19.5 tire mounted on 10 hole steel rim for Ford F-350 or F450 Dually Truck.,bismanonline
https://touch.bismanonline.com/minot_nd/westin_brush_guard_ford_stainless_steel,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/129/1296/129609/86/m_864333e6e9d0d871cc1f3e58c70ad443.jpg,'September 23rd 2022',"Minot, ND",WESTIN HDX Brush Guard FORD Stainless Steel,3895020,Floyd Roll,WESTIN HDX Brush Guard FORD Stainless Steel,bismanonline
https://touch.bismanonline.com/bismarck_nd/newx35_x_50_x_18_steel_building_with_satellite,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/516/5169/516973/16/m_1685d7b8023312c99f53d5c582533a74.jpg,'September 22nd 2022',"Bismarck, ND","Newx35^ x 50 "" x 18 steel building ,with satellite sky light,insulation package ne",4210173,vod_collectibles,"Newx35^ x 50 "" x 18 steel building ,with satellite sky light,nedds tone  erected and have the land  ,call for more derails 7o1 two,5,8-0951",bismanonline
https://touch.bismanonline.com/gillette_wy/new_6_stainless_steel_90_elbows,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/429/4290/429049/6b/m_6bd0591165cd2f0c8e86eae431dc9001.jpg,'September 23rd 2022',"Gillette, WY",New 6 Stainless Steel 90,4211278,Jerry Steed,New 6 Stainless Steel 90 Elbows,bismanonline
https://touch.bismanonline.com/oakes_nd/2023_demco_steel_drop_deck,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/354/3541/354148/04/m_04c501c390a73d839ce5d785e8604f5f.jpg,'September 24th 2022',"Oakes, ND",2023 Demco Steel Drop Deck,4211741,Four Star Truck Sales,2023 Demco Steel Drop Deck,bismanonline
https://touch.bismanonline.com/turtle_lake_nd/2_17in_2006_nissan_titan_steel_wheels,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/451/4510/451066/32/m_327b642d62eee275fc72776969b612b8.jpg,'September 24th 2022',"Turtle Lake, ND",2 17in 2006 Nissan Titan steel wheels.,4211758,Volkswagon67,2 17in 2006 Nissan Titan steel wheels.,bismanonline
https://touch.bismanonline.com/mandan_nd/8_new_copper_clad_steel_ground_rods_20_each_in_b,steel,,'September 24th 2022',"Mandan, ND",8' new copper clad steel ground rods $20 each in Bismarck,4211901,catbird,"1/2"" X 8' copper clad steel ground rods $20 each can deliver to Bismarck - Mandan",bismanonline
https://touch.bismanonline.com/carrington_nd/steel_commercial_building_in_carrington_nd,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/155/1550/155023/13/m_131e19e1583090790411677d0e24befc.jpg,'September 25th 2022',"Carrington, ND","Steel Commercial Building in Carrington, ND",3297520,Central Agency,"Take a look!  This 2014 steel commercial building is ideal for commercial business, farm operation or investment property!  Features 18' side walls, in-floor heat and foam insulated throughout, north bay shop/mechanic repair area with six 12' x 16' main overhead doors and two 12' x 12' overhead doors, finished office space with air conditioning that includes four offices, front reception area, kitchen/conference room and rest rooms.  Located just west of Highway 281, this gated property is on a 7.82 acre lot with city water and sewer and is currently rented.  ",bismanonline
https://touch.bismanonline.com/bismarck_nd/kitchenaid_5_ply_clad_stainless_steel_cookware_set,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/2/23/2314/cc/m_cc0d2c209e07a09c1a5a94f32edcfc33.jpg,'September 24th 2022',"Bismarck, ND",KitchenAid 5-ply Clad Stainless Steel Cookware Set 10 Piece,4212379,windsorgal,KitchenAid 5-ply Clad Stainless Steel Cookware Set 10 Piece,bismanonline
https://touch.bismanonline.com/bismarck_nd/rocky_blizzardstalker_steel_toe_waterproof_insulat,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/19/197/19760/a7/m_a78522ba5c2cce4bbfd45a3ea620b364.jpg,'September 25th 2022',"Bismarck, ND",ROCKY BLIZZARDSTALKER STEEL TOE WATERPROOF INSULATED WORK BOOT,4180024,AmbernTrevor,ROCKY BLIZZARDSTALKER STEEL TOE WATERPROOF INSULATED WORK BOOT,bismanonline
https://touch.bismanonline.com/lisbon_nd/stainless_steel_cat_kennel,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/574/5745/574575/69/m_6948ba772301c086f58f161436f2f39c.jpg,te('October 3rd 2022',"Lisbon, ND",Stainless Steel Cat Kennel,4220885,Partsman LLC,Stainless Steel Cat Kennel,bismanonline
https://touch.bismanonline.com/greenbush_mn/4000_international_14_foot_hay_head_with_steel_and,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/422/4224/422406/80/m_8093a0763b9a33907966a6cf2f1102b7.jpg,te('October 3rd 2022',"Greenbush, MN",4000 international 14 foot hay head with steel and rubber conditioner aluminum ree,3798947,Badassangus,4000 international 14 foot hay head with steel and rubber conditioner aluminum reel hydro  good hay cutter,bismanonline
https://touch.bismanonline.com/minot_nd/kenmore_stainless_steel_glass_top_range,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/95/955/95556/93/m_9386b68c2a1af3e5f1f53cc0723e8dce.jpg,te('October 3rd 2022',"Minot, ND",Kenmore stainless steel glass top range,4221263,larson law,Kenmore stainless steel glass top range,bismanonline
https://touch.bismanonline.com/bismarck_nd/1979_chevrolet_c60_grain_truck_one_owner_always,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/240/2403/240344/87/m_87dcd3991b013cdfded3abd46c64cdf4.jpg,te('October 3rd 2022',"Bismarck, ND","1979 Chevrolet C60 grain truck. One owner. 114k miles. 16ft., steel floor. 427cid",4053045,blueskyuser,"1979 Chevrolet C60 grain truck. One owner. 114k miles. 16ft. steel floor. 427cid engine (new, installed at 99k).    4spd trans (remanned at 60k). 2speed diff (remanned at 80k). Dual fuel tanks.  Great rubber.  like new 9.00R20 (radial) tires on rear.   Excellent shape 9.00-20(bias) on front. Knapheid hoist. PTO works as it should. Plumbed for drill fill.  Towing hitch.  New battery.   ",bismanonline
https://touch.bismanonline.com/minot_nd/harmon_10_ft_steel_canola_roller,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/1/17/1701/d8/m_d8fbcee33949bfe1b73f6be6fb18c7f9.jpg,te('October 3rd 2022',"Minot, ND",Harmon 10 ft. Steel Canola Roller,3764579,Steve,Harmon 10 ft. Steel Canola Roller,bismanonline
https://touch.bismanonline.com/mandan_nd/7_foot_long_4_x_6_piece_of_channel_steel_metal_th,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/15/155/15586/cb/m_cbe4df73bc0de9e2ce6023c50bedd3b9.jpg,te('October 3rd 2022',"Mandan, ND",7 foot long 4 x 6 piece of channel steel. Metal thickness is 1/4 inch. Would,4114439,Gene,"
",bismanonline
https://touch.bismanonline.com/bismarck_nd/winchester_3_12_gauge_model_12_pump_shot_gun_vint,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/501/5013/501369/fc/m_fcb23747d857abb645510d8600ce8b17.jpg,te('October 3rd 2022',"Bismarck, ND","Winchester 3"" 12 Gauge Model 12 Pump Shotgun Vintage Proof Steel Super Speed and",4221293,BBCT74,"Winchester 3"" 12 Gauge Model 12 Pump Shot Gun Vintage Proof Steel Super Speed and Super - X",bismanonline
https://touch.bismanonline.com/rock_springs_wy/36_steel_pipe_8,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/429/4290/429049/55/m_55541341f475e45264c6299dcfebc2e4.jpg,te('October 3rd 2022',"Rock Springs, WY","36"" steel pipe",4189374,Jerry Steed,36 steel pipe (4) 40 foot lengths. ,bismanonline
https://touch.bismanonline.com/baggs_wy/steel_buildings_b,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/429/4290/429049/3f/m_3f1e676335f9e15571e91b97482560d0.jpg,te('October 3rd 2022',"Baggs, WY",Steel buildings,4189383,Jerry Steed,Steel buildings,bismanonline
https://touch.bismanonline.com/willow_city_nd/low_pro_22_5_tires_on_wheels_6_wheels_are_aluminu,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/88/882/88279/39/m_397675a50f518182e8a9a5b8113c952f.jpg,te('October 4th 2022',"Willow City, ND",Low pro 22.5 tires on wheels. 6 wheels are aluminum and 2 at steel,3867050,trucks,Low pro 22.5 tires on wheels. 6 wheels are aluminum and 2 are steel,bismanonline
https://touch.bismanonline.com/bismarck_nd/steelcase_cushioned_3_drawer_file_cabinet_with_thi,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/526/5266/526638/f1/m_f175eefad55a19430d8baee4fdae97f5.jpg,te('October 3rd 2022',"Bismarck, ND","Steelcase TS Series Pedestal Cushioned (3) Drawer File Cabinet with 3 1/2""",4221489,ThisorThat,Steelcase TS Series Pedestal Cushioned (3) Drawer File Cabinet with thick seating Cushion.,bismanonline
https://touch.bismanonline.com/bismarck_nd/good_year_all_season_tire_steel_good_215_65_16,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/441/4418/441829/02/m_02e09228d519449e703551e5d6496cce.jpg,te('October 4th 2022',"Bismarck, ND",Good year all season tire steel good 215_ 65_ 16,4142421,Sam,Good year all season tire steel good 215_ 65_ 16,bismanonline
https://touch.bismanonline.com/parshall_nd/mercury_vengence_16_pitch_prop_was_on_a_2_stroke,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/30/307/30760/f3/m_f3db21911a9aa6dfdfc2c00eaf23c685.jpg,te('October 4th 2022',"Parshall, ND",Mercury Vengence 16 pitch steel prop,3820566,Justin,Mercury Vengence 16 pitch prop. Was on a 2 stroke 90 hp Mercury.  Prop is in next to new condition as it was on the motor for less than 1 season only being used roughly a dozen times.  Will trade for a humminbird helix 9 preferably ..,bismanonline
